,Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
873,0.08,0.02,-4.0,-1.69,-0.86,-1.32,-0.16,-1.76,-1.24,-1.38,-1.17,-0.65,-0.76,-3.65,-0.59,-19.23
814,0.09,0.11,-3.08,-1.66,-0.65,-1.26,-0.69,-1.61,-1.0,-1.71,-0.39,-0.65,-0.58,-4.8,-1.18,-19.26
1384,-0.02,-0.09,-3.88,-0.25,0.48,-7.16,-2.51,-2.64,1.38,-4.22,-0.37,1.18,-0.31,-2.32,1.31,-19.31
1636,-0.07,-0.11,-3.1,-0.31,0.86,-6.3,-2.52,-2.41,1.27,-5.34,-1.54,0.94,-0.1,-2.87,2.1,-19.32
2436,-0.23,-0.11,-3.88,-0.35,0.7,-7.18,-2.37,-2.19,1.5,-5.04,-1.25,1.24,-0.44,-2.43,2.26,-19.43
806,0.09,0.19,-2.92,-2.9,-0.52,-1.58,-0.69,-1.19,-1.28,-0.44,-0.46,-0.44,-1.57,-4.6,-0.84,-19.43
1686,-0.08,-0.11,-2.59,-0.31,1.02,-6.3,-2.52,-2.74,1.27,-6.13,-1.25,0.94,-0.1,-2.87,2.1,-19.48
854,0.08,0.21,-2.92,-2.53,-1.12,-1.58,-0.69,-1.19,-1.28,-0.44,-0.71,-0.44,-1.57,-4.26,-0.84,-19.57
1333,-0.01,-0.08,-3.79,-0.6,0.48,-6.72,-2.65,-2.64,1.5,-3.64,-1.12,0.92,-0.31,-2.64,1.53,-19.68
857,0.08,0.18,-2.24,-1.72,-1.31,-1.58,-0.69,-1.47,-1.0,-1.39,-0.79,-0.44,-1.57,-4.64,-0.84,-19.68
870,0.08,0.05,-3.63,-1.69,-1.16,-1.06,-0.05,-2.44,-1.0,-1.38,-0.75,-0.65,-0.76,-4.16,-0.96,-19.69
2237,-0.19,-0.12,-3.88,-0.35,1.88,-7.77,-2.37,-2.19,1.15,-5.92,-1.31,1.46,-0.44,-2.23,2.26,-19.71
2386,-0.22,-0.11,-3.88,-0.35,0.7,-7.18,-2.36,-2.19,1.5,-5.47,-1.25,1.24,-0.44,-2.43,2.26,-19.85
901,0.07,0.24,-2.79,-2.12,-0.41,-1.58,-1.23,-0.8,-1.28,-0.92,-0.71,-0.77,-2.08,-4.34,-0.84,-19.87
869,0.08,0.06,-3.53,-1.66,-1.16,-1.06,-0.05,-2.44,-1.0,-1.37,-0.75,-0.65,-0.76,-4.55,-0.96,-19.94
860,0.08,0.15,-2.69,-1.64,-1.39,-1.26,-0.69,-1.87,-1.0,-1.85,-0.79,-0.44,-0.58,-4.57,-1.18,-19.95
872,0.08,0.03,-3.97,-1.69,-1.16,-1.06,0.02,-1.92,-1.24,-1.38,-0.95,-0.65,-0.76,-4.26,-0.96,-19.98
871,0.08,0.04,-3.53,-1.69,-1.16,-1.06,0.02,-2.39,-1.24,-1.38,-0.94,-0.65,-0.76,-4.26,-0.96,-20.0
859,0.08,0.16,-2.69,-1.72,-1.39,-1.58,-0.69,-1.6,-1.0,-1.77,-0.79,-0.44,-0.58,-4.64,-1.18,-20.07
1181,0.02,-0.06,-3.6,-1.37,-1.49,-5.69,0.6,-3.96,-0.72,-1.46,0.67,-0.13,-0.72,-3.74,1.54,-20.07
868,0.08,0.07,-3.24,-1.66,-1.02,-1.06,-0.07,-2.44,-1.0,-1.51,-0.74,-0.65,-0.76,-4.98,-0.96,-20.09
1383,-0.02,-0.08,-3.88,-0.26,0.48,-7.16,-2.76,-2.64,1.26,-3.48,-1.01,1.0,-0.31,-2.64,1.31,-20.09
2336,-0.21,-0.11,-3.88,-0.35,0.8,-7.18,-2.36,-2.19,1.5,-5.47,-1.25,1.24,-0.44,-2.83,2.26,-20.15
861,0.08,0.14,-2.69,-1.64,-1.39,-1.26,-0.69,-1.87,-1.0,-1.85,-0.79,-0.44,-0.58,-4.88,-1.18,-20.26
902,0.07,0.23,-2.92,-2.12,-0.41,-1.58,-1.23,-1.19,-1.28,-0.92,-0.71,-0.77,-2.08,-4.25,-0.84,-20.3
856,0.08,0.19,-2.92,-2.49,-0.94,-1.58,-0.69,-1.19,-1.28,-1.05,-0.79,-0.44,-1.57,-4.6,-0.84,-20.38
865,0.08,0.1,-3.24,-1.66,-1.07,-0.91,-0.69,-2.44,-1.0,-1.51,-0.48,-0.65,-0.58,-4.98,-1.18,-20.39
2137,-0.17,-0.12,-3.44,-0.35,1.71,-7.68,-2.37,-2.39,1.15,-6.84,-1.31,1.46,-0.44,-2.23,2.26,-20.47
867,0.08,0.08,-3.24,-1.66,-1.02,-1.05,-0.07,-2.44,-1.0,-1.51,-0.74,-0.65,-0.76,-4.98,-1.43,-20.55
1435,-0.03,-0.1,-3.7,-0.33,0.3,-7.56,-2.52,-2.47,1.38,-5.04,-0.37,1.18,-0.31,-2.32,1.2,-20.56
2286,-0.2,-0.11,-3.88,-0.35,0.8,-7.7,-2.37,-2.19,1.5,-5.47,-1.25,1.24,-0.44,-2.79,2.26,-20.64
855,0.08,0.2,-2.92,-2.49,-0.94,-1.58,-0.69,-1.19,-1.28,-0.92,-0.79,-0.44,-1.57,-5.0,-0.84,-20.65
862,0.08,0.13,-3.08,-1.64,-1.39,-0.91,-0.69,-1.87,-1.0,-2.02,-0.79,-0.65,-0.58,-4.88,-1.18,-20.68
1736,-0.09,-0.11,-2.59,-0.31,1.0,-6.78,-2.52,-2.74,1.27,-6.76,-1.25,0.95,-0.1,-2.95,2.1,-20.68
1787,-0.1,-0.12,-3.44,-0.31,1.82,-7.89,-2.38,-2.71,1.27,-6.76,-1.31,1.22,-0.1,-2.36,2.26,-20.69
864,0.08,0.11,-3.24,-1.66,-1.07,-0.91,-0.69,-2.24,-1.0,-1.88,-0.48,-0.65,-0.58,-5.11,-1.18,-20.69
2485,-0.24,-0.1,-4.33,-0.35,0.17,-7.23,-2.37,-2.19,1.5,-5.02,-1.59,1.24,-0.44,-2.43,2.26,-20.78
950,0.06,0.25,-2.79,-2.05,-0.41,-1.58,-1.23,-0.8,-1.28,-1.3,-0.71,-0.76,-2.71,-4.41,-0.85,-20.88
1230,0.01,-0.05,-3.96,-0.25,0.4,-4.21,-0.04,-3.2,-0.7,-2.37,0.38,-1.11,-2.86,-3.95,0.99,-20.88
977,0.06,-0.02,-1.93,-0.61,-1.05,-2.31,-0.97,-3.53,-3.04,-1.41,-0.78,-1.33,-2.14,-3.08,1.27,-20.91
2187,-0.18,-0.12,-3.82,-0.35,1.19,-7.68,-2.37,-2.19,1.15,-6.58,-1.31,1.46,-0.44,-2.23,2.26,-20.91
863,0.08,0.12,-3.24,-1.66,-1.07,-0.91,-0.69,-2.24,-1.0,-1.88,-0.72,-0.65,-0.58,-5.11,-1.18,-20.93
2037,-0.15,-0.12,-3.44,-0.35,1.82,-8.62,-2.37,-2.39,1.5,-6.84,-1.31,1.46,-0.44,-2.23,2.26,-20.95
2087,-0.16,-0.12,-3.44,-0.35,1.71,-8.6,-2.37,-2.39,1.5,-6.84,-1.31,1.46,-0.44,-2.23,2.26,-21.04
1078,0.04,-0.03,-3.49,-1.48,-2.39,-2.98,-0.89,-3.59,-1.44,-1.28,0.86,-1.23,-1.53,-3.04,1.36,-21.12
924,0.07,0.01,-3.7,-1.69,-1.27,-1.52,-0.75,-1.69,-1.69,-1.15,-1.14,-1.29,-1.77,-3.53,0.03,-21.16
1535,-0.05,-0.1,-3.8,-0.31,0.33,-7.45,-2.52,-2.47,1.38,-5.05,-0.82,0.94,-0.31,-2.45,1.36,-21.17
2484,-0.24,-0.09,-4.73,-0.35,0.17,-7.23,-2.37,-2.19,1.5,-5.02,-1.59,1.24,-0.44,-2.43,2.26,-21.18
2435,-0.23,-0.1,-4.33,-0.35,0.17,-7.18,-2.37,-2.19,1.5,-5.5,-1.59,1.24,-0.44,-2.43,2.26,-21.21
866,0.08,0.09,-3.24,-1.66,-1.07,-1.05,-0.69,-2.44,-1.0,-1.51,-0.74,-0.65,-0.76,-4.98,-1.43,-21.22
1434,-0.03,-0.09,-4.1,-0.26,0.3,-7.56,-2.51,-2.75,1.38,-5.04,-0.37,1.18,-0.31,-2.32,1.05,-21.31
1585,-0.06,-0.1,-3.8,-0.31,0.33,-7.42,-2.52,-2.41,1.38,-5.04,-0.82,0.94,-0.1,-2.99,1.36,-21.4
976,0.06,-0.01,-1.61,-0.72,-1.46,-2.31,-0.73,-2.83,-2.72,-1.41,-1.33,-1.52,-2.13,-3.05,0.35,-21.47
1887,-0.12,-0.12,-3.44,-0.31,1.82,-8.68,-2.38,-2.39,1.27,-7.26,-1.31,1.22,-0.1,-2.36,2.26,-21.66
1332,-0.01,-0.07,-3.79,-0.6,0.48,-6.72,-2.84,-2.64,0.25,-3.95,-1.02,0.86,-0.47,-2.43,1.17,-21.7
1534,-0.05,-0.09,-4.2,-0.24,0.33,-7.45,-2.51,-2.75,1.38,-5.05,-0.82,0.94,-0.31,-2.45,1.4,-21.73
951,0.06,0.24,-2.92,-2.05,-0.41,-1.97,-1.23,-0.77,-1.64,-1.29,-0.71,-0.77,-2.71,-4.43,-0.84,-21.74
1987,-0.14,-0.12,-3.44,-0.35,1.82,-8.8,-2.37,-2.39,1.27,-7.2,-1.31,1.44,-0.44,-2.23,2.26,-21.74
2434,-0.23,-0.09,-4.35,-0.35,0.17,-7.7,-2.37,-2.19,1.5,-5.5,-1.59,1.24,-0.44,-2.43,2.26,-21.75
1028,0.05,-0.03,-3.57,-0.76,-2.4,-3.2,-1.71,-3.22,-2.22,-1.41,0.56,-1.23,-1.75,-2.69,1.81,-21.79
1937,-0.13,-0.12,-3.44,-0.35,1.82,-8.68,-2.37,-2.39,1.27,-7.2,-1.31,1.22,-0.44,-2.23,2.26,-21.84
1837,-0.11,-0.12,-3.44,-0.31,1.82,-8.86,-2.38,-2.39,1.27,-7.26,-1.31,1.22,-0.1,-2.36,2.26,-21.84
1485,-0.04,-0.1,-3.76,-0.33,-0.21,-7.56,-2.52,-2.47,1.38,-5.04,-1.09,0.94,-0.31,-2.32,1.44,-21.85
1684,-0.08,-0.09,-3.43,-0.24,0.49,-7.36,-2.51,-3.02,1.27,-5.32,-1.25,0.94,-0.1,-2.87,1.54,-21.86
903,0.07,0.22,-2.92,-2.12,-1.53,-1.58,-1.23,-1.19,-1.28,-0.92,-0.71,-0.77,-2.08,-4.69,-0.84,-21.86
1584,-0.06,-0.09,-4.2,-0.24,0.33,-7.42,-2.51,-2.69,1.38,-5.04,-0.82,0.94,-0.1,-2.99,1.4,-21.96
2236,-0.19,-0.11,-3.5,-0.35,0.11,-7.77,-2.37,-2.19,1.5,-6.43,-1.25,1.24,-0.44,-2.79,2.26,-21.98
2335,-0.21,-0.1,-3.95,-0.35,-0.1,-7.7,-2.36,-2.19,1.5,-5.5,-1.59,1.24,-0.44,-2.83,2.26,-22.01
1635,-0.07,-0.1,-3.54,-0.31,0.33,-7.36,-2.52,-2.41,1.27,-5.32,-1.54,0.94,-0.1,-2.87,1.36,-22.07
1685,-0.08,-0.1,-3.03,-0.31,0.49,-7.36,-2.52,-2.74,1.27,-6.11,-1.25,0.94,-0.1,-2.87,1.5,-22.09
952,0.06,0.23,-2.92,-2.05,-0.41,-1.97,-1.23,-1.19,-1.64,-1.29,-0.71,-0.77,-2.71,-4.4,-0.84,-22.13
2285,-0.2,-0.1,-3.94,-0.35,-0.1,-7.7,-2.37,-2.19,1.5,-6.01,-1.25,1.24,-0.44,-2.79,2.26,-22.14
1382,-0.02,-0.07,-3.88,-0.26,0.48,-7.16,-2.6,-2.64,0.01,-3.79,-0.91,0.94,-0.8,-2.43,0.87,-22.17
1281,0.0,-0.06,-2.65,-0.41,0.68,-6.63,-2.07,-3.51,-0.57,-2.02,0.67,-1.1,-0.61,-4.07,0.11,-22.18
2186,-0.18,-0.11,-3.44,-0.35,0.11,-7.68,-2.37,-2.19,1.5,-6.58,-1.25,0.97,-0.44,-2.79,2.26,-22.25
2136,-0.17,-0.11,-3.44,-0.35,0.63,-7.68,-2.37,-2.39,1.5,-6.96,-1.25,0.97,-0.44,-2.79,2.26,-22.31
1180,0.02,-0.05,-3.8,-1.01,-1.09,-4.51,0.17,-3.79,-1.57,-1.93,0.15,-0.86,-2.2,-3.34,1.44,-22.34
1484,-0.04,-0.09,-4.16,-0.26,-0.21,-7.56,-2.51,-2.75,1.38,-5.04,-1.09,0.94,-0.31,-2.32,1.48,-22.41
2483,-0.24,-0.08,-4.35,-0.35,0.17,-7.79,-2.37,-2.19,1.5,-5.02,-1.59,1.09,-0.44,-3.2,2.1,-22.44
2385,-0.22,-0.1,-4.33,-0.35,-0.61,-7.7,-2.36,-2.19,1.5,-5.5,-1.59,1.24,-0.44,-2.43,2.26,-22.5
1634,-0.07,-0.09,-3.94,-0.24,0.33,-7.36,-2.51,-2.69,1.27,-5.32,-1.54,0.94,-0.1,-2.87,1.4,-22.63
908,0.07,0.17,-2.24,-1.72,-1.72,-1.58,-1.23,-1.6,-1.35,-1.76,-0.79,-0.77,-1.48,-5.25,-1.18,-22.67
2384,-0.22,-0.09,-4.35,-0.35,-0.61,-7.7,-2.36,-2.19,1.5,-5.5,-1.59,1.24,-0.44,-2.43,2.1,-22.68
1786,-0.1,-0.11,-3.42,-0.31,0.67,-7.81,-2.52,-2.71,1.27,-6.76,-1.25,0.95,-0.1,-2.95,2.1,-22.84
2433,-0.23,-0.08,-4.34,-0.35,0.17,-7.74,-2.37,-2.19,1.5,-5.5,-1.59,1.09,-0.44,-3.2,2.1,-22.86
2482,-0.24,-0.07,-4.34,-0.35,0.17,-7.79,-2.37,-2.19,1.18,-5.02,-1.59,1.09,-0.44,-3.2,1.89,-22.96
975,0.06,0.0,-2.67,-0.72,-1.49,-2.44,-0.73,-1.9,-2.98,-1.41,-1.37,-0.99,-2.43,-4.39,0.5,-23.02
2334,-0.21,-0.09,-4.34,-0.35,-0.1,-7.7,-2.36,-2.19,1.5,-6.01,-1.59,1.24,-0.44,-2.79,2.1,-23.03
1128,0.03,-0.03,-3.55,-2.29,-1.16,-3.52,-0.71,-3.52,-2.02,-1.73,0.56,-1.28,-1.48,-3.24,0.88,-23.06
2036,-0.15,-0.11,-3.42,-0.35,0.74,-8.62,-2.51,-2.39,1.5,-6.84,-1.25,0.97,-0.44,-2.79,2.26,-23.14
1433,-0.03,-0.08,-4.1,-0.43,0.3,-7.56,-2.76,-2.75,1.26,-5.18,-1.01,1.0,-0.31,-2.69,1.05,-23.18
907,0.07,0.18,-2.24,-1.72,-1.72,-1.58,-1.23,-1.47,-1.35,-1.76,-0.79,-0.77,-2.47,-5.25,-0.84,-23.19
1027,0.05,-0.02,-2.84,-0.61,-1.69,-3.2,-1.35,-3.53,-3.78,-1.41,0.03,-1.93,-1.71,-3.08,1.87,-23.23
2086,-0.16,-0.11,-3.42,-0.35,0.63,-8.6,-2.51,-2.39,1.5,-6.84,-1.25,0.97,-0.44,-2.79,2.26,-23.23
1533,-0.05,-0.08,-4.2,-0.24,0.33,-7.45,-2.76,-2.75,1.26,-5.06,-1.46,0.79,-0.31,-2.82,1.4,-23.27
1735,-0.09,-0.1,-3.03,-0.31,0.47,-7.84,-2.52,-2.74,1.27,-6.74,-1.25,0.95,-0.1,-2.95,1.5,-23.29
923,0.07,0.02,-3.7,-1.69,-1.24,-1.52,-0.79,-1.76,-1.6,-1.15,-1.31,-1.29,-1.88,-4.07,-1.36,-23.36
1683,-0.08,-0.08,-3.43,-0.24,0.49,-7.36,-2.76,-3.02,1.15,-5.33,-1.89,0.79,-0.1,-3.24,1.54,-23.4
1432,-0.03,-0.07,-4.1,-0.43,0.3,-7.56,-2.6,-2.75,0.24,-3.92,-0.91,0.94,-0.77,-2.54,0.61,-23.49
1583,-0.06,-0.08,-4.2,-0.24,0.33,-7.42,-2.76,-2.69,1.26,-5.05,-1.46,0.79,-0.1,-3.36,1.4,-23.5
904,0.07,0.21,-2.92,-2.53,-1.78,-1.58,-1.23,-1.19,-1.28,-1.3,-0.79,-0.77,-2.08,-5.21,-0.84,-23.5
2284,-0.2,-0.09,-4.34,-0.35,-0.1,-7.7,-2.37,-2.19,1.5,-6.55,-1.25,0.97,-0.44,-2.79,2.1,-23.51
905,0.07,0.2,-2.92,-2.49,-1.35,-1.58,-1.23,-1.19,-1.35,-1.43,-0.79,-0.77,-2.08,-5.61,-0.84,-23.63
2333,-0.21,-0.08,-4.34,-0.35,-0.1,-7.74,-2.36,-2.19,1.5,-5.95,-1.25,0.82,-0.44,-3.16,1.89,-23.67
2235,-0.19,-0.1,-3.94,-0.35,-0.79,-7.77,-2.37,-2.19,1.5,-6.55,-1.25,0.97,-0.44,-2.79,2.26,-23.71
2432,-0.23,-0.07,-4.34,-0.35,0.17,-7.74,-2.37,-2.19,1.18,-5.86,-1.59,1.09,-0.44,-3.2,1.89,-23.75
1886,-0.12,-0.11,-3.42,-0.31,0.65,-8.6,-2.52,-2.39,1.27,-7.26,-1.25,0.95,-0.1,-2.95,2.1,-23.83
1734,-0.09,-0.09,-3.43,-0.24,0.47,-7.84,-2.52,-3.02,1.27,-6.74,-1.25,0.95,-0.1,-2.95,1.54,-23.86
906,0.07,0.19,-2.92,-2.49,-1.35,-1.58,-1.23,-1.47,-1.35,-1.42,-0.79,-0.77,-2.4,-5.25,-0.84,-23.86
920,0.07,0.05,-3.48,-1.69,-1.54,-1.26,-0.68,-2.44,-1.36,-1.15,-0.89,-1.5,-1.66,-4.49,-1.73,-23.87
1986,-0.14,-0.11,-3.42,-0.35,0.74,-8.72,-2.51,-2.39,1.27,-7.2,-1.25,0.95,-0.44,-2.82,2.26,-23.88
1000,0.05,0.25,-3.79,-2.05,-0.41,-1.58,-1.23,-0.77,-2.74,-1.29,-0.71,-0.76,-2.71,-4.99,-0.85,-23.88
910,0.07,0.15,-2.85,-1.64,-1.8,-0.91,-1.23,-1.87,-1.35,-1.62,-0.93,-0.77,-1.48,-5.49,-1.94,-23.88
1179,0.02,-0.04,-2.8,-1.82,-2.17,-4.36,-0.56,-4.36,-2.18,-2.49,0.88,-0.64,-1.56,-3.34,1.44,-23.96
2383,-0.22,-0.08,-4.34,-0.35,-0.61,-7.74,-2.36,-2.19,1.5,-5.86,-1.59,1.09,-0.44,-3.2,2.1,-23.99
1836,-0.11,-0.11,-3.42,-0.31,0.65,-8.78,-2.52,-2.39,1.27,-7.26,-1.25,0.95,-0.1,-2.95,2.1,-24.01
1001,0.05,0.24,-3.79,-2.05,-0.41,-1.97,-1.23,-0.77,-2.46,-1.29,-0.71,-0.77,-2.71,-5.01,-0.84,-24.01
953,0.06,0.22,-2.92,-2.05,-1.78,-1.97,-1.23,-1.19,-1.36,-1.29,-0.79,-0.77,-3.03,-4.84,-0.84,-24.06
1936,-0.13,-0.11,-3.42,-0.35,0.65,-8.6,-2.51,-2.39,1.27,-7.2,-1.25,0.95,-0.44,-2.95,2.1,-24.14
2185,-0.18,-0.1,-3.88,-0.35,-0.79,-7.68,-2.37,-2.19,1.5,-6.99,-1.25,0.97,-0.44,-2.79,2.1,-24.16
919,0.07,0.06,-3.38,-1.66,-1.54,-1.26,-0.68,-2.44,-1.4,-1.14,-0.89,-1.5,-1.66,-4.88,-1.73,-24.16
2135,-0.17,-0.1,-3.88,-0.35,-0.27,-8.0,-2.37,-2.39,1.5,-6.99,-1.25,0.97,-0.44,-2.79,2.1,-24.16
1633,-0.07,-0.08,-4.2,-0.24,0.33,-7.36,-2.76,-2.69,1.15,-5.07,-2.18,0.79,-0.1,-3.24,1.4,-24.17
1483,-0.04,-0.08,-4.16,-0.26,-0.21,-7.56,-2.76,-2.75,1.26,-5.05,-1.73,0.76,-0.31,-2.69,1.24,-24.22
909,0.07,0.16,-2.85,-1.72,-1.8,-1.63,-1.23,-1.86,-1.35,-1.85,-0.79,-0.77,-1.48,-5.25,-1.66,-24.24
911,0.07,0.14,-3.02,-1.64,-1.8,-0.91,-1.23,-1.87,-1.35,-1.8,-0.93,-0.77,-1.48,-5.49,-1.95,-24.24
1229,0.01,-0.04,-4.94,-0.62,-0.68,-4.06,-0.65,-4.19,-1.31,-2.93,1.05,-0.89,-2.22,-3.95,0.99,-24.4
921,0.07,0.04,-3.38,-1.69,-1.54,-1.26,-0.61,-2.39,-1.6,-1.15,-1.08,-1.5,-1.88,-4.59,-1.73,-24.4
918,0.07,0.07,-3.09,-1.66,-1.4,-1.26,-0.82,-2.44,-1.4,-1.28,-0.88,-1.5,-1.66,-5.31,-1.73,-24.43
1733,-0.09,-0.08,-3.43,-0.24,0.47,-7.84,-2.76,-3.02,1.15,-5.81,-1.89,0.8,-0.1,-3.32,1.54,-24.45
922,0.07,0.03,-3.82,-1.69,-1.54,-1.26,-0.61,-1.92,-1.6,-1.15,-1.09,-1.5,-1.88,-4.68,-1.73,-24.47
1050,0.04,0.25,-3.95,-2.05,-0.41,-1.58,-1.23,-0.77,-2.51,-1.29,-0.71,-1.19,-3.03,-4.99,-0.85,-24.56
1077,0.04,-0.02,-2.28,-1.1,-2.53,-3.48,-1.88,-3.9,-3.18,-1.28,0.33,-1.93,-1.49,-3.43,1.42,-24.73
917,0.07,0.08,-3.09,-1.66,-1.4,-1.25,-0.82,-2.44,-1.35,-1.28,-0.88,-1.5,-1.66,-5.31,-2.2,-24.84
1002,0.05,0.23,-3.79,-2.05,-0.66,-1.97,-1.23,-1.19,-2.46,-1.29,-0.79,-0.77,-3.03,-4.92,-0.84,-24.99
915,0.07,0.1,-3.4,-1.66,-1.45,-1.11,-1.44,-2.44,-1.35,-1.28,-0.72,-1.5,-1.48,-5.31,-1.95,-25.09
955,0.06,0.2,-2.92,-2.13,-1.35,-1.97,-1.23,-1.19,-1.71,-1.42,-0.79,-0.77,-3.03,-5.74,-0.84,-25.09
1280,0.0,-0.05,-2.85,-0.53,1.07,-5.45,-2.18,-3.49,-0.89,-2.65,0.38,-1.83,-2.4,-4.33,-0.07,-25.22
912,0.07,0.13,-3.24,-1.64,-1.8,-0.91,-1.33,-2.24,-1.35,-1.79,-1.03,-0.98,-1.48,-5.49,-1.95,-25.23
957,0.06,0.18,-2.24,-1.72,-1.72,-1.89,-1.23,-1.47,-1.71,-1.76,-0.79,-1.2,-3.1,-5.34,-1.07,-25.24
954,0.06,0.21,-2.92,-2.46,-1.78,-1.97,-1.23,-1.19,-1.71,-1.29,-0.79,-0.77,-3.03,-5.3,-0.84,-25.28
1026,0.05,-0.01,-3.3,-0.72,-2.1,-3.2,-1.5,-2.83,-3.46,-1.41,-0.52,-2.25,-1.7,-3.05,0.75,-25.29
2085,-0.16,-0.1,-3.86,-0.35,-0.27,-8.92,-2.51,-2.39,1.5,-6.87,-1.25,0.97,-0.44,-2.79,1.89,-25.29
913,0.07,0.12,-3.4,-1.66,-1.48,-0.91,-1.33,-2.24,-1.35,-1.65,-0.72,-1.1,-1.48,-6.05,-1.95,-25.32
2382,-0.22,-0.07,-4.34,-0.35,-0.61,-8.4,-2.36,-2.19,1.18,-5.86,-1.59,0.82,-0.44,-3.16,1.89,-25.41
2234,-0.19,-0.09,-4.28,-0.35,-0.79,-8.66,-2.37,-2.19,1.5,-6.93,-1.25,0.97,-0.44,-2.79,2.1,-25.48
914,0.07,0.11,-3.4,-1.66,-1.48,-1.11,-1.33,-2.24,-1.35,-1.65,-0.72,-1.1,-1.48,-6.05,-1.95,-25.52
2035,-0.15,-0.1,-3.86,-0.35,-0.16,-8.94,-2.51,-2.39,1.5,-6.87,-1.25,0.97,-0.44,-2.92,1.5,-25.72
956,0.06,0.19,-2.92,-2.13,-1.35,-1.97,-1.23,-1.47,-1.71,-1.67,-0.79,-1.2,-3.1,-5.34,-0.84,-25.72
2184,-0.18,-0.09,-4.28,-0.35,-0.79,-8.66,-2.37,-2.39,1.5,-6.99,-1.25,0.97,-0.44,-2.79,2.1,-25.74
1482,-0.04,-0.07,-4.16,-0.26,-0.8,-7.56,-2.6,-2.75,0.24,-4.42,-1.63,0.7,-0.77,-2.54,0.76,-25.79
916,0.07,0.09,-3.4,-1.66,-1.45,-1.25,-1.44,-2.44,-1.35,-1.28,-0.88,-1.5,-1.66,-5.31,-2.2,-25.82
1785,-0.1,-0.1,-3.86,-0.31,-0.23,-8.87,-2.52,-2.71,1.27,-6.74,-1.25,0.95,-0.1,-2.95,1.5,-25.82
2332,-0.21,-0.07,-4.28,-0.28,-0.1,-9.0,-2.36,-2.19,0.74,-6.33,-1.25,0.82,-0.44,-3.16,1.89,-25.94
1051,0.04,0.24,-3.95,-2.05,-1.3,-1.97,-1.23,-0.77,-2.51,-1.29,-0.71,-1.2,-3.35,-5.01,-0.84,-26.18
2134,-0.17,-0.09,-4.26,-0.35,-0.27,-8.66,-2.51,-2.76,1.5,-6.87,-1.25,0.97,-0.44,-2.79,1.5,-26.19
1100,0.03,0.25,-3.95,-2.05,-1.05,-1.58,-1.23,-0.77,-2.51,-1.29,-0.71,-1.55,-3.35,-5.41,-0.85,-26.3
1532,-0.05,-0.07,-4.2,-0.24,-0.26,-7.45,-2.6,-2.75,0.24,-5.33,-1.36,0.7,-0.7,-3.07,0.68,-26.34
2283,-0.2,-0.08,-4.34,-0.35,-0.79,-9.0,-2.37,-2.19,1.5,-6.78,-1.25,0.82,-0.44,-3.16,1.89,-26.46
1784,-0.1,-0.09,-4.26,-0.24,-0.23,-8.87,-2.52,-2.99,1.27,-6.74,-1.25,0.95,-0.1,-2.95,1.39,-26.54
1582,-0.06,-0.07,-4.2,-0.24,-0.26,-7.42,-2.6,-2.69,0.24,-5.32,-1.36,0.73,-0.49,-3.61,0.63,-26.59
1682,-0.08,-0.07,-3.43,-0.24,-0.1,-7.81,-2.6,-3.02,0.13,-5.6,-1.79,0.79,-0.49,-3.49,1.06,-26.59
2233,-0.19,-0.08,-4.28,-0.35,-0.79,-8.7,-2.37,-2.39,1.5,-6.78,-1.25,0.82,-0.44,-3.16,1.5,-26.69
1076,0.04,-0.01,-2.74,-1.21,-3.13,-3.48,-0.88,-3.2,-3.53,-1.28,-0.22,-2.25,-1.48,-3.66,0.3,-26.76
1885,-0.12,-0.1,-3.86,-0.31,-0.23,-9.66,-2.52,-2.39,1.27,-7.24,-1.25,0.95,-0.1,-2.95,1.5,-26.79
958,0.06,0.17,-2.4,-1.72,-1.72,-1.89,-1.23,-2.23,-1.71,-1.76,-0.79,-1.2,-2.11,-5.86,-2.17,-26.79
959,0.06,0.16,-2.85,-1.64,-1.8,-1.35,-1.23,-2.24,-1.71,-1.62,-0.93,-1.2,-2.11,-6.06,-2.1,-26.84
1835,-0.11,-0.1,-3.86,-0.31,-0.23,-9.84,-2.52,-2.39,1.27,-7.24,-1.25,0.95,-0.1,-2.95,1.5,-26.97
974,0.06,0.01,-3.81,-1.69,-1.13,-2.17,-0.93,-2.61,-2.33,-1.92,-1.43,-1.54,-2.43,-4.81,-0.17,-26.97
960,0.06,0.15,-3.18,-1.64,-1.8,-1.22,-1.23,-2.24,-1.71,-1.8,-0.93,-1.32,-2.11,-5.8,-2.1,-27.08
1935,-0.13,-0.1,-3.86,-0.35,-0.25,-9.66,-2.51,-2.39,1.27,-7.18,-1.25,0.95,-0.44,-2.95,1.5,-27.12
2084,-0.16,-0.09,-4.26,-0.28,-0.27,-9.58,-2.51,-2.76,1.5,-6.87,-1.25,0.97,-0.44,-2.92,1.5,-27.17
1003,0.05,0.22,-3.79,-2.05,-1.78,-1.97,-1.23,-1.19,-2.81,-1.29,-0.79,-0.77,-3.03,-5.64,-0.84,-27.18
1985,-0.14,-0.1,-3.86,-0.35,-0.16,-9.78,-2.51,-2.39,1.27,-7.23,-1.25,0.95,-0.44,-2.95,1.5,-27.2
