Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,2023-07-03,2023-07-05,Sum
0.13,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,-1.24,0.0,0.04,0.0,2.67,2.49,0.48
0.13,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,-1.24,0.0,0.04,0.0,2.67,2.49,0.48
0.13,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,-1.24,0.0,0.04,0.0,2.67,2.49,0.48
0.125,0.0,0.15,2.27,-3.95,-3.89,-4.31,7.35,-6.15,3.83,-6.3,-2.42,-4.19,1.19,-0.55,-0.1,0.21,-16.86
0.125,-0.005,0.15,2.27,-3.57,-3.89,-4.31,7.35,-6.15,3.64,-5.67,-2.42,-4.19,1.19,-0.4,-0.1,0.21,-15.89
0.125,-0.01,0.15,1.49,-3.57,-4.49,-4.31,7.35,-6.08,3.64,-5.67,-2.65,-4.19,1.19,-0.4,-0.1,0.21,-17.43
0.125,-0.015,0.15,1.57,-3.57,-4.49,-4.31,7.01,-5.89,3.64,-5.67,-1.48,-4.19,1.19,-0.4,-0.1,0.21,-16.33
0.125,-0.02,0.15,1.57,-1.88,-4.36,-4.31,7.01,-5.44,3.45,-5.67,-1.48,-4.19,0.33,-0.4,-0.1,0.21,-15.11
0.125,-0.025,0.15,1.57,-1.88,-5.39,-4.31,7.01,-5.44,3.45,-5.67,-1.48,-4.19,0.33,-0.4,-0.1,0.21,-16.14
0.125,-0.03,0.15,1.61,-1.88,-5.18,-4.31,7.01,-5.44,4.11,-5.67,-3.07,-4.19,0.15,-0.4,-0.1,0.21,-17.0
0.125,-0.035,0.15,1.61,-1.88,-5.47,-4.31,6.45,-5.44,4.11,-5.67,-2.74,-4.19,0.15,-0.4,-0.25,0.62,-17.26
0.125,-0.04,0.15,1.61,-1.88,-5.47,-4.31,6.45,-5.44,4.11,-5.67,-2.74,-4.19,0.15,-0.4,-0.25,0.62,-17.26
0.125,-0.045,0.15,1.61,-1.88,-5.47,-4.31,6.45,-5.28,4.03,-5.67,-2.74,-4.19,0.15,-0.4,-0.25,0.62,-17.18
0.125,-0.05,0.15,1.61,-1.88,-5.13,-4.31,6.45,-5.28,4.03,-4.92,-2.74,-4.19,0.15,-0.4,-0.25,0.62,-16.09
0.125,-0.055,0.15,1.61,-1.88,-4.21,-4.31,6.45,-5.0,4.03,-4.76,-2.74,-4.19,0.17,-0.4,-0.25,0.62,-14.71
0.125,-0.06,0.15,1.61,-1.88,-4.21,-4.31,6.45,-5.0,2.88,-4.76,-2.74,-4.19,0.17,-0.4,-0.25,0.62,-15.86
0.125,-0.065,0.15,1.61,-1.88,-4.21,-4.31,6.45,-5.0,2.88,-4.76,-1.28,-3.56,0.17,-0.4,-0.25,0.62,-13.77
0.125,-0.07,0.15,1.61,-1.88,-4.21,-4.31,6.45,-2.71,2.88,-4.76,-1.28,-3.3,0.17,-0.4,-0.25,0.62,-11.22
0.125,-0.075,0.15,1.61,-1.88,-4.21,-4.31,6.45,-2.71,2.88,-4.76,-1.28,-3.3,0.17,-0.38,-0.25,0.62,-11.2
0.125,-0.08,0.15,1.77,-1.88,-3.52,-4.31,6.45,-3.3,2.88,-3.72,-1.33,-3.3,-0.36,-0.38,-0.25,-0.47,-11.57
0.125,-0.085,0.15,1.77,-1.88,-3.52,-4.31,6.45,-3.3,2.88,-3.72,-1.33,-3.3,-0.36,-0.38,-0.25,-0.47,-11.57
0.125,-0.09,0.15,1.77,-1.88,-3.52,-3.88,6.45,-3.3,2.88,-3.72,-1.33,-3.3,-0.36,-0.38,-0.25,-0.47,-11.14
0.125,-0.095,0.33,1.77,-1.36,-3.34,-3.88,0.54,-3.3,2.88,-3.72,2.45,-3.3,-0.36,0.08,-0.25,-0.47,-11.93
0.125,-0.1,0.33,1.77,-2.26,-3.34,-3.88,0.54,-3.3,2.54,-3.72,2.45,-3.3,-0.36,0.08,-0.25,-0.47,-13.17
0.125,-0.105,0.33,1.77,-2.26,-4.05,-3.88,0.54,-3.3,2.54,-3.72,2.45,-3.3,0.74,0.08,-0.25,-0.47,-12.78
0.125,-0.11,0.33,1.77,-2.26,-4.05,0.24,0.54,-3.05,2.42,-3.72,2.45,-3.3,0.04,0.08,-0.25,-0.59,-9.35
0.125,-0.115,0.33,1.77,-2.26,-4.05,0.24,0.54,-2.44,2.42,-3.72,2.45,-2.17,0.04,0.08,2.67,-0.59,-4.69
0.125,-0.12,0.33,1.7,-2.26,-1.94,0.24,0.54,-2.44,2.42,-3.72,2.45,-2.17,0.04,0.08,2.67,-0.59,-2.65
0.125,-0.125,0.33,2.52,-2.26,-1.17,0.24,0.36,-1.38,2.03,-3.72,2.45,-2.17,0.04,0.08,2.67,-0.59,-0.57
0.125,-0.13,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,2.03,-3.72,2.45,-0.29,0.04,0.08,2.67,-0.59,-0.55
0.125,-0.135,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,2.03,-3.72,2.45,-0.29,0.04,0.08,2.67,-0.59,-0.55
0.125,-0.14,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,2.03,-3.72,1.59,-0.29,0.04,0.08,2.67,-0.59,-1.41
0.125,-0.145,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,2.03,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-1.49
0.125,-0.15,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-3.19
0.125,-0.155,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-3.19
0.125,-0.16,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-3.19
0.125,-0.165,0.33,0.0,-0.5,0.46,0.24,0.36,-1.64,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-0.72
0.125,-0.17,0.33,0.0,-0.5,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-0.33
0.125,-0.175,0.33,0.0,-0.5,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,-0.04
0.125,-0.18,0.33,0.0,-0.5,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,-0.04
0.125,-0.185,0.33,0.0,-0.5,0.46,0.24,0.36,-1.25,-0.58,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,-0.95
0.125,-0.19,0.33,0.0,0.0,0.46,0.24,0.36,-1.25,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,-0.68
0.125,-0.195,0.33,0.0,0.0,0.46,0.24,0.36,-1.42,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,-0.85
0.125,-0.2,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.125,-0.205,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.125,-0.21,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.125,-0.215,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.125,-0.22,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.125,-0.225,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.125,-0.23,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,-0.59,-0.91
0.125,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.125,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.125,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.12,0.0,0.15,2.27,-3.95,-3.89,-4.31,7.16,-5.64,3.83,-6.3,-2.73,-4.0,2.21,-0.55,0.38,0.21,-15.16
0.12,-0.005,0.15,2.27,-3.57,-3.89,-4.31,7.44,-5.64,3.64,-5.67,-2.73,-4.0,2.21,-0.4,0.38,0.21,-13.91
0.12,-0.01,0.15,1.49,-3.57,-4.49,-4.31,7.29,-5.57,3.64,-5.67,-2.96,-4.0,2.21,-0.4,0.47,0.21,-15.51
0.12,-0.015,0.15,1.57,-3.57,-4.49,-4.31,6.95,-5.38,3.64,-5.67,-1.79,-4.0,2.21,-0.4,0.47,0.21,-14.41
0.12,-0.02,0.15,1.57,-1.88,-4.36,-4.31,6.95,-4.93,3.45,-5.67,-1.79,-4.0,1.35,-0.4,0.47,0.21,-13.19
0.12,-0.025,0.15,1.57,-1.88,-5.39,-4.31,6.95,-4.93,3.45,-5.67,-1.79,-4.0,1.35,-0.4,0.47,0.21,-14.22
0.12,-0.03,0.15,1.61,-1.88,-5.18,-4.31,6.95,-4.93,4.11,-5.67,-3.38,-4.0,1.17,-0.4,0.47,0.21,-15.08
0.12,-0.035,0.15,1.61,-1.88,-5.47,-4.31,6.39,-4.93,4.11,-5.67,-3.05,-4.0,1.17,-0.4,0.32,0.62,-15.34
0.12,-0.04,0.15,1.61,-1.88,-5.47,-4.31,6.39,-4.93,4.11,-5.67,-2.87,-4.0,1.17,-0.4,0.32,0.62,-15.16
0.12,-0.045,0.15,1.61,-1.88,-5.47,-4.31,6.39,-4.77,4.03,-5.67,-2.87,-4.0,1.17,-0.4,0.32,0.62,-15.08
0.12,-0.05,0.15,1.61,-1.88,-5.13,-4.31,6.39,-4.77,4.03,-4.92,-2.87,-4.0,1.17,-0.4,0.32,0.62,-13.99
0.12,-0.055,0.15,1.61,-1.88,-4.21,-4.31,6.39,-4.58,4.03,-4.76,-2.87,-4.0,1.19,-0.4,0.32,0.62,-12.7
0.12,-0.06,0.15,1.61,-1.88,-4.21,-4.31,6.39,-4.58,2.88,-4.76,-2.87,-4.0,1.19,-0.4,0.32,0.62,-13.85
0.12,-0.065,0.15,1.61,-1.88,-4.21,-4.31,6.39,-4.58,2.88,-4.76,-1.41,-3.37,1.19,-0.4,0.32,0.62,-11.76
0.12,-0.07,0.15,1.61,-1.88,-4.21,-4.31,6.39,-2.29,2.88,-4.76,-1.41,-3.87,1.19,-0.4,0.32,0.62,-9.97
0.12,-0.075,0.15,1.61,-1.88,-4.21,-4.31,6.39,-2.29,2.88,-4.76,-1.41,-3.87,1.19,-0.38,0.32,0.62,-9.95
0.12,-0.08,0.15,1.77,-1.88,-3.52,-4.31,7.41,-2.88,2.88,-3.72,-1.33,-3.87,0.66,-0.38,0.98,-0.47,-8.51
0.12,-0.085,0.15,1.77,-1.88,-3.52,-4.31,7.41,-2.88,2.88,-3.72,-1.33,-3.64,0.66,-0.38,0.98,-0.47,-8.28
0.12,-0.09,0.15,1.77,-1.88,-3.52,-3.88,7.41,-2.9,2.88,-3.72,-1.33,-3.64,0.66,-0.38,0.98,-0.47,-7.87
0.12,-0.095,0.33,1.77,-1.36,-3.34,-3.88,1.5,-2.9,2.88,-3.72,2.45,-3.64,0.66,0.08,0.98,-0.47,-8.66
0.12,-0.1,0.33,1.77,-2.26,-3.34,-3.88,1.5,-2.9,2.54,-3.72,2.45,-3.64,0.66,0.08,0.11,-0.47,-10.77
0.12,-0.105,0.33,1.77,-2.26,-4.05,-3.88,1.5,-2.9,2.54,-3.72,2.45,-3.64,0.74,0.08,0.11,-0.47,-11.4
0.12,-0.11,0.33,1.77,-2.26,-4.05,0.24,1.5,-2.65,2.42,-3.72,2.45,-3.64,0.04,0.08,0.11,-0.59,-7.97
0.12,-0.115,0.33,1.77,-2.26,-4.05,0.24,1.5,-2.44,2.42,-3.72,2.45,-2.51,0.04,0.08,2.67,-0.59,-4.07
0.12,-0.12,0.33,1.7,-2.26,-1.94,0.24,1.5,-2.44,2.42,-3.72,2.45,-2.51,0.04,0.08,2.67,-0.59,-2.03
0.12,-0.125,0.33,2.52,-2.26,-1.17,0.24,0.36,-1.38,2.03,-3.72,2.45,-2.51,0.04,0.08,2.67,-0.59,-0.91
0.12,-0.13,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,2.03,-3.72,2.45,-0.29,0.04,0.08,2.67,-0.59,-0.55
0.12,-0.135,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,2.03,-3.72,2.45,-0.29,0.04,0.08,2.67,-0.59,-0.55
0.12,-0.14,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,2.03,-3.72,1.59,-0.29,0.04,0.08,2.67,-0.59,-1.41
0.12,-0.145,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,2.03,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-1.49
0.12,-0.15,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-3.19
0.12,-0.155,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-3.19
0.12,-0.16,0.33,0.0,-0.5,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-3.19
0.12,-0.165,0.33,0.0,-0.5,0.46,0.24,0.36,-1.64,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-0.72
0.12,-0.17,0.33,0.0,-0.5,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,-0.29,0.04,0.0,2.67,-0.59,-0.33
0.12,-0.175,0.33,0.0,-0.5,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,-0.04
0.12,-0.18,0.33,0.0,-0.5,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,-0.04
0.12,-0.185,0.33,0.0,-0.5,0.46,0.24,0.36,-1.25,-0.58,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,-0.95
0.12,-0.19,0.33,0.0,0.0,0.46,0.24,0.36,-1.25,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,-0.68
0.12,-0.195,0.33,0.0,0.0,0.46,0.24,0.36,-1.42,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,-0.85
0.12,-0.2,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.12,-0.205,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.12,-0.21,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.12,-0.215,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.12,-0.22,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.12,-0.225,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.12,-0.23,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,-0.59,-0.91
0.12,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.12,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.12,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.115,0.0,0.15,2.27,-3.57,-3.89,-4.31,7.16,-5.64,3.83,-6.3,-2.73,-4.36,2.21,-0.55,0.38,0.21,-15.14
0.115,-0.005,0.15,2.27,-3.19,-3.89,-4.31,7.44,-5.64,3.64,-5.67,-2.73,-4.07,2.21,-0.4,0.38,0.21,-13.6
0.115,-0.01,0.15,1.49,-3.19,-4.49,-4.31,7.29,-5.57,3.64,-5.67,-2.96,-4.07,2.21,-0.4,0.47,0.21,-15.2
0.115,-0.015,0.15,1.57,-3.19,-4.49,-4.31,6.95,-5.38,3.64,-5.67,-1.79,-4.07,2.21,-0.4,0.47,0.21,-14.1
0.115,-0.02,0.15,1.57,-1.5,-4.36,-4.31,6.95,-4.93,3.45,-5.67,-1.79,-4.07,1.35,-0.4,0.47,0.21,-12.88
0.115,-0.025,0.15,1.57,-1.5,-5.39,-4.31,6.95,-4.93,3.45,-5.67,-1.79,-4.07,1.35,-0.4,0.47,0.21,-13.91
0.115,-0.03,0.15,1.61,-1.5,-5.18,-4.31,6.95,-4.93,4.11,-5.67,-3.38,-4.07,1.17,-0.4,0.47,0.21,-14.77
0.115,-0.035,0.15,1.61,-1.5,-5.47,-4.31,6.39,-4.93,4.11,-5.67,-3.05,-4.07,1.17,-0.4,0.32,0.62,-15.03
0.115,-0.04,0.15,1.61,-1.5,-5.47,-4.31,6.39,-4.93,4.11,-5.67,-2.87,-4.07,1.17,-0.4,0.32,0.62,-14.85
0.115,-0.045,0.15,1.61,-1.5,-5.47,-4.31,6.39,-4.77,4.03,-5.67,-2.87,-4.07,1.17,-0.4,0.32,0.62,-14.77
0.115,-0.05,0.15,1.61,-1.5,-5.13,-4.31,6.39,-4.77,4.03,-4.92,-2.87,-4.07,1.17,-0.4,0.32,0.62,-13.68
0.115,-0.055,0.15,1.61,-1.5,-4.21,-4.31,6.39,-4.58,4.03,-4.76,-2.87,-4.07,1.19,-0.4,0.32,0.62,-12.39
0.115,-0.06,0.15,1.61,-1.5,-4.21,-4.31,6.39,-4.58,2.88,-4.76,-2.87,-4.07,1.19,-0.4,0.32,0.62,-13.54
0.115,-0.065,0.15,1.61,-1.9,-4.21,-4.31,6.39,-4.58,2.88,-4.76,-1.41,-3.44,1.19,-0.4,0.32,0.62,-11.85
0.115,-0.07,0.15,1.61,-1.12,-4.21,-4.31,6.39,-2.29,2.88,-4.76,-1.41,-2.77,1.19,-0.4,0.32,0.62,-8.11
0.115,-0.075,0.15,1.61,-1.12,-4.21,-4.31,6.39,-2.29,2.88,-4.76,-1.41,-2.77,1.19,-0.38,0.32,0.62,-8.09
0.115,-0.08,0.15,1.77,-1.12,-3.52,-4.31,7.41,-2.88,2.88,-3.72,-1.33,-2.76,0.66,-0.38,0.98,-0.47,-6.64
0.115,-0.085,0.15,1.77,-1.12,-3.52,-4.31,7.41,-2.88,2.88,-3.72,-1.33,-2.53,0.66,-0.38,0.98,-0.47,-6.41
0.115,-0.09,0.15,1.77,-1.12,-3.52,-3.88,7.41,-2.9,2.88,-3.72,-1.33,-2.53,0.66,-0.38,0.98,-0.47,-6.0
0.115,-0.095,0.33,1.77,-0.6,-3.34,-3.88,1.5,-2.9,2.88,-3.72,2.45,-2.53,0.66,0.08,0.98,-0.47,-6.79
0.115,-0.1,0.33,1.77,-1.5,-3.34,-3.88,1.5,-2.9,2.54,-3.72,2.45,-2.53,0.66,0.08,0.11,-0.47,-8.9
0.115,-0.105,0.33,1.77,-1.5,-4.05,-3.88,1.5,-2.9,2.54,-3.72,2.45,-2.53,0.74,0.08,0.11,-0.47,-9.53
0.115,-0.11,0.33,1.77,-1.5,-4.05,0.24,1.5,-2.65,2.42,-3.72,2.45,-2.53,0.04,0.08,0.11,-0.59,-6.1
0.115,-0.115,0.33,1.77,-2.05,-4.05,0.24,1.5,-2.44,2.42,-3.72,2.45,-1.4,0.04,0.08,2.67,-0.59,-2.75
0.115,-0.12,0.33,1.7,-2.05,-1.94,0.24,1.5,-2.44,2.42,-3.72,2.45,-1.4,0.04,0.08,2.67,-0.59,-0.71
0.115,-0.125,0.33,2.52,-2.05,-1.17,0.24,0.36,-1.38,2.03,-3.72,2.45,-1.4,0.04,0.08,2.67,-0.59,0.41
0.115,-0.13,0.33,0.0,-0.29,-2.01,0.24,0.36,-1.64,2.03,-3.72,2.45,0.82,0.04,0.08,2.67,-0.59,0.77
0.115,-0.135,0.33,0.0,-0.29,-2.01,0.24,0.36,-1.64,2.03,-3.72,2.45,0.82,0.04,0.08,2.67,-0.59,0.77
0.115,-0.14,0.33,0.0,-0.29,-2.01,0.24,0.36,-1.64,2.03,-3.72,1.59,0.82,0.04,0.08,2.67,-0.59,-0.09
0.115,-0.145,0.33,0.0,-0.29,-2.01,0.24,0.36,-1.64,2.03,-3.72,1.59,0.82,0.04,0.0,2.67,-0.59,-0.17
0.115,-0.15,0.33,0.0,-0.29,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,0.82,0.04,0.0,2.67,-0.59,-1.87
0.115,-0.155,0.33,0.0,-0.29,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,0.82,0.04,0.0,2.67,-0.59,-1.87
0.115,-0.16,0.33,0.0,-0.29,-2.01,0.24,0.36,-1.64,0.33,-3.72,1.59,0.82,0.04,0.0,2.67,-0.59,-1.87
0.115,-0.165,0.33,0.0,-0.29,0.46,0.24,0.36,-1.64,0.33,-3.72,1.59,0.82,0.04,0.0,2.67,-0.59,0.6
0.115,-0.17,0.33,0.0,-0.29,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,0.82,0.04,0.0,2.67,-0.59,0.99
0.115,-0.175,0.33,0.0,-0.29,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,0.17
0.115,-0.18,0.33,0.0,-0.29,0.46,0.24,0.36,-1.25,0.33,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,0.17
0.115,-0.185,0.33,0.0,-0.29,0.46,0.24,0.36,-1.25,-0.58,-3.72,1.59,0.0,0.04,0.0,2.67,-0.59,-0.74
0.115,-0.19,0.33,0.0,0.0,0.46,0.24,0.36,-1.25,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,-0.68
0.115,-0.195,0.33,0.0,0.0,0.46,0.24,0.36,-1.42,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,-0.85
0.115,-0.2,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.115,-0.205,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.115,-0.21,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.33
0.115,-0.215,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.115,-0.22,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.115,-0.225,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,1.36,0.0,0.04,0.0,2.67,-0.59,0.0
0.115,-0.23,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,-0.59,-0.91
0.115,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.115,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.115,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-3.72,0.45,0.0,0.04,0.0,2.67,2.49,2.17
0.11,0.0,0.15,2.27,-3.7,-3.89,-4.31,6.48,-5.64,2.76,-6.23,-2.73,-4.36,2.21,-0.55,0.38,0.21,-16.95
0.11,-0.005,0.15,2.27,-3.32,-3.89,-4.31,6.76,-5.64,2.47,-5.6,-2.73,-4.07,2.21,-0.4,0.38,0.21,-15.51
0.11,-0.01,0.15,1.49,-3.32,-4.49,-4.31,6.61,-5.57,2.47,-5.6,-2.96,-4.07,2.21,-0.4,0.47,0.21,-17.11
0.11,-0.015,0.15,1.57,-3.32,-4.49,-4.31,6.27,-5.38,2.47,-5.6,-1.79,-4.07,2.21,-0.4,0.47,0.21,-16.01
0.11,-0.02,0.15,1.57,-1.63,-4.36,-4.31,6.27,-4.93,2.28,-5.6,-1.79,-4.07,1.35,-0.4,0.47,0.21,-14.79
0.11,-0.025,0.15,1.57,-1.63,-5.39,-4.31,6.27,-4.93,2.28,-5.6,-1.79,-4.07,1.35,-0.4,0.47,0.21,-15.82
0.11,-0.03,0.15,1.61,-1.63,-5.18,-4.31,6.27,-4.93,2.94,-5.6,-3.38,-4.07,1.17,-0.4,0.47,0.21,-16.68
0.11,-0.035,0.15,1.61,-1.63,-5.47,-4.31,5.71,-4.93,2.94,-5.58,-3.05,-4.07,1.17,-0.4,0.32,0.62,-16.92
0.11,-0.04,0.15,1.61,-1.63,-5.47,-4.31,5.71,-4.93,2.94,-5.58,-2.87,-4.07,1.17,-0.4,0.32,0.62,-16.74
0.11,-0.045,0.15,1.61,-1.63,-5.47,-4.31,4.91,-4.77,2.86,-5.58,-2.87,-4.07,1.17,-0.4,0.32,0.62,-17.46
0.11,-0.05,0.15,1.61,-1.63,-5.13,-4.31,4.91,-4.77,2.86,-4.83,-2.87,-4.07,1.17,-0.4,0.32,0.62,-16.37
0.11,-0.055,0.15,1.61,-1.63,-4.21,-4.31,4.91,-4.58,2.86,-4.67,-2.87,-4.07,1.19,-0.4,0.32,0.62,-15.08
0.11,-0.06,0.15,1.61,-1.63,-4.21,-4.31,4.91,-4.58,1.69,-4.67,-2.87,-4.07,1.19,-0.4,0.32,0.62,-16.25
0.11,-0.065,0.15,1.61,-2.03,-4.21,-4.31,4.91,-4.58,1.69,-4.67,-1.41,-3.44,1.19,-0.4,0.32,0.62,-14.56
0.11,-0.07,0.15,1.61,-1.25,-4.21,-4.31,4.91,-2.29,1.69,-4.58,-1.41,-2.77,1.19,-0.4,0.32,0.62,-10.73
0.11,-0.075,0.15,1.61,-1.25,-4.21,-4.31,3.58,-2.29,1.76,-4.58,-1.41,-2.77,1.19,-0.38,0.32,0.62,-11.97
0.11,-0.08,0.15,1.77,-1.25,-3.52,-4.31,4.6,-2.88,1.76,-3.72,-1.33,-2.76,0.66,-0.38,0.98,-0.47,-10.7
0.11,-0.085,0.15,1.77,-1.25,-3.52,-4.31,4.6,-2.88,1.15,-3.72,-1.33,-2.53,0.66,-0.38,0.98,-0.47,-11.08
0.11,-0.09,0.15,1.77,-1.25,-3.52,-3.88,4.6,-2.9,1.15,-3.72,-1.33,-2.53,0.66,-0.38,0.98,-0.47,-10.67
0.11,-0.095,0.33,1.77,-0.6,-3.34,-3.88,1.5,-2.9,1.15,-3.72,2.45,-2.53,0.66,0.08,0.98,-0.47,-8.52
