Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
0.12,-0.01,0.08,-1.13,2.93,-1.43,-0.83,0.12,1.07,0.15,0.02,-1.13,0.51,0.84,0.95,2.15
0.12,-0.015,0.08,-1.05,2.93,-1.43,-0.83,-0.22,1.26,0.15,0.02,0.04,0.51,0.84,0.95,3.25
0.12,-0.02,0.08,-1.05,4.62,-1.3,-0.83,-0.22,1.71,-0.04,0.02,0.04,0.51,-0.02,0.95,4.47
0.12,-0.025,0.08,-1.05,4.62,-2.33,-0.83,-0.22,1.71,-0.04,0.02,0.04,0.51,-0.02,0.95,3.44
0.12,-0.03,0.08,-1.01,4.62,-2.12,-0.83,-0.22,1.71,0.62,0.02,-1.55,0.51,-0.2,0.95,2.58
0.12,-0.035,0.08,-1.01,4.62,-2.41,-0.83,-0.78,1.71,0.62,0.02,-1.22,0.51,-0.2,0.95,2.06
0.12,-0.04,0.08,-1.01,4.62,-2.41,-0.83,-0.78,1.71,0.62,0.02,-1.04,0.51,-0.2,0.95,2.24
0.12,-0.045,0.08,-1.01,4.62,-2.41,-0.83,-0.78,1.87,0.54,0.02,-1.04,0.51,-0.2,0.95,2.32
0.12,-0.05,0.08,-1.01,4.62,-2.07,-0.83,-0.78,1.87,0.54,0.77,-1.04,0.51,-0.2,0.95,3.41
0.12,-0.055,0.08,-1.01,4.62,-1.15,-0.83,-0.78,2.06,0.54,0.93,-1.04,0.51,-0.18,0.95,4.7
0.12,-0.06,0.08,-1.01,4.62,-1.15,-0.83,-0.78,2.06,-0.61,0.93,-1.04,0.51,-0.18,0.95,3.55
0.12,-0.065,0.08,-1.01,4.62,-1.15,-0.83,-0.78,2.06,-0.61,0.93,0.42,1.14,-0.18,0.95,5.64
0.12,-0.07,0.08,-1.01,4.62,-1.15,-0.83,-0.78,4.35,-0.61,0.93,0.42,0.38,-0.18,0.95,7.17
0.12,-0.075,0.08,-1.01,4.62,-1.15,-0.83,-0.78,4.35,-0.61,0.93,0.42,0.38,-0.18,0.97,7.19
0.12,-0.08,0.08,-0.85,4.62,-0.46,-0.83,0.24,3.76,-0.61,1.91,0.5,0.38,-0.71,0.97,9.0
0.12,-0.085,0.08,-0.85,4.62,-0.46,-0.83,0.24,3.76,-0.61,1.91,0.5,0.56,-0.71,0.97,9.18
0.12,-0.09,0.08,-0.85,4.62,-0.46,-0.45,0.24,3.74,-0.61,1.91,0.5,0.56,-0.71,0.97,9.54
0.12,-0.095,0.26,-0.85,5.08,-0.28,-0.45,-5.72,3.74,-0.61,1.91,4.2,0.56,-0.71,1.43,8.56
0.12,-0.1,0.26,-0.85,4.18,-0.28,-0.45,-5.72,3.74,-0.95,1.91,4.2,0.56,-0.71,1.43,7.32
0.12,-0.105,0.26,-0.85,4.18,-0.99,-0.45,-5.72,3.74,-0.95,1.91,4.2,0.56,-0.63,1.43,6.69
0.12,-0.11,0.26,-0.85,4.18,-0.99,0.11,-5.72,3.99,-1.07,1.91,4.2,0.56,-1.42,1.43,6.59
0.12,-0.115,0.26,-0.85,4.18,-0.99,0.11,-5.72,4.2,-1.07,1.91,4.2,1.69,-1.42,1.43,7.93
0.12,-0.12,0.26,-0.92,4.18,1.12,0.11,-5.72,4.2,-1.07,1.91,4.2,1.69,-1.42,1.43,9.97
0.12,-0.125,0.26,-0.17,4.18,1.85,0.11,-6.86,5.26,-1.46,1.91,4.2,1.69,-1.42,1.43,10.98
0.12,-0.13,0.26,-2.69,5.94,1.01,0.11,-6.86,4.96,-1.46,1.91,4.2,3.91,-1.42,1.43,11.3
0.12,-0.135,0.26,-2.69,5.94,1.01,0.11,-6.86,4.96,-1.46,1.91,4.2,3.91,-1.42,1.43,11.3
0.12,-0.14,0.26,-2.69,5.94,1.01,0.11,-6.86,4.96,-1.46,1.91,3.34,3.91,-1.42,1.43,10.44
0.12,-0.145,0.26,-2.69,5.94,1.01,0.11,-6.86,4.96,-1.46,1.91,3.34,3.91,-1.42,0.0,9.01
0.12,-0.15,0.26,-2.69,5.94,1.01,0.11,-6.86,4.96,-3.16,1.91,3.34,3.91,-1.42,0.0,7.31
0.12,-0.155,0.26,-2.69,5.94,1.01,0.11,-6.86,4.96,-3.16,1.91,3.34,3.91,-1.42,0.0,7.31
0.12,-0.16,0.26,-2.69,5.94,1.01,0.11,-6.86,4.96,-3.16,1.91,3.34,3.91,-1.42,0.0,7.31
0.12,-0.165,0.26,-2.69,5.94,3.48,0.11,-6.86,4.96,-3.16,1.91,3.34,3.91,-1.42,0.0,9.78
0.12,-0.17,0.26,-2.69,5.94,3.48,0.11,-6.86,5.35,-3.16,1.91,3.34,3.91,-1.42,0.0,10.17
0.12,-0.175,0.26,-2.69,5.94,3.48,0.11,-6.86,5.35,-3.16,1.91,3.34,3.91,-1.42,0.0,10.17
0.12,-0.18,0.26,-2.69,5.94,3.48,0.11,-6.86,5.35,-3.16,1.91,3.34,3.91,-1.42,0.0,10.17
0.12,-0.185,0.26,-2.69,5.94,3.48,0.11,-6.86,5.35,-4.12,1.91,3.34,3.91,-1.42,0.0,9.21
0.12,-0.19,0.26,-2.69,6.44,3.48,0.11,-6.86,5.35,-4.12,1.91,3.11,3.91,-1.42,0.0,9.48
0.12,-0.195,0.26,-2.69,6.44,3.48,0.11,-6.86,5.18,-4.12,1.91,3.11,3.91,-1.42,0.0,9.31
0.12,-0.2,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,3.91,-1.42,0.0,10.49
0.12,-0.205,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,3.91,-1.42,0.0,10.49
0.12,-0.21,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,3.91,-1.42,0.0,10.49
0.12,-0.215,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,3.91,-1.42,0.0,10.11
0.12,-0.22,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,3.91,-1.42,0.0,10.11
0.12,-0.225,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,3.91,-1.42,0.0,10.11
0.12,-0.23,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,3.91,-1.42,0.0,9.2
0.12,-0.235,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,3.91,-1.42,0.0,9.2
0.12,-0.24,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,3.91,-1.42,0.0,9.2
0.12,-0.245,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,3.91,-1.42,0.0,9.2
0.115,0.0,0.08,-0.35,2.93,-0.83,-0.83,-0.01,1.0,0.34,-0.61,-0.9,0.15,0.84,0.8,2.61
0.115,-0.005,0.08,-0.35,3.31,-0.83,-0.83,0.27,1.0,0.15,0.02,-0.9,0.44,0.84,0.95,4.15
0.115,-0.01,0.08,-1.13,3.31,-1.43,-0.83,0.12,1.07,0.15,0.02,-1.13,0.44,0.84,0.95,2.46
0.115,-0.015,0.08,-1.05,3.31,-1.43,-0.83,-0.22,1.26,0.15,0.02,0.04,0.44,0.84,0.95,3.56
0.115,-0.02,0.08,-1.05,5.0,-1.3,-0.83,-0.22,1.71,-0.04,0.02,0.04,0.44,-0.02,0.95,4.78
0.115,-0.025,0.08,-1.05,5.0,-2.33,-0.83,-0.22,1.71,-0.04,0.02,0.04,0.44,-0.02,0.95,3.75
0.115,-0.03,0.08,-1.01,5.0,-2.12,-0.83,-0.22,1.71,0.62,0.02,-1.55,0.44,-0.2,0.95,2.89
0.115,-0.035,0.08,-1.01,5.0,-2.41,-0.83,-0.78,1.71,0.62,0.02,-1.22,0.44,-0.2,0.95,2.37
0.115,-0.04,0.08,-1.01,5.0,-2.41,-0.83,-0.78,1.71,0.62,0.02,-1.04,0.44,-0.2,0.95,2.55
0.115,-0.045,0.08,-1.01,5.0,-2.41,-0.83,-0.78,1.87,0.54,0.02,-1.04,0.44,-0.2,0.95,2.63
0.115,-0.05,0.08,-1.01,5.0,-2.07,-0.83,-0.78,1.87,0.54,0.77,-1.04,0.44,-0.2,0.95,3.72
0.115,-0.055,0.08,-1.01,5.0,-1.15,-0.83,-0.78,2.06,0.54,0.93,-1.04,0.44,-0.18,0.95,5.01
0.115,-0.06,0.08,-1.01,5.0,-1.15,-0.83,-0.78,2.06,-0.61,0.93,-1.04,0.44,-0.18,0.95,3.86
0.115,-0.065,0.08,-1.01,4.6,-1.15,-0.83,-0.78,2.06,-0.61,0.93,0.42,1.07,-0.18,0.95,5.55
0.115,-0.07,0.08,-1.01,5.38,-1.15,-0.83,-0.78,4.35,-0.61,0.93,0.42,1.48,-0.18,0.95,9.03
0.115,-0.075,0.08,-1.01,5.38,-1.15,-0.83,-0.78,4.35,-0.61,0.93,0.42,1.48,-0.18,0.97,9.05
0.115,-0.08,0.08,-0.85,5.38,-0.46,-0.83,0.24,3.76,-0.61,1.91,0.5,1.49,-0.71,0.97,10.87
0.115,-0.085,0.08,-0.85,5.38,-0.46,-0.83,0.24,3.76,-0.61,1.91,0.5,1.67,-0.71,0.97,11.05
0.115,-0.09,0.08,-0.85,5.38,-0.46,-0.45,0.24,3.74,-0.61,1.91,0.5,1.67,-0.71,0.97,11.41
0.115,-0.095,0.26,-0.85,5.84,-0.28,-0.45,-5.72,3.74,-0.61,1.91,4.2,1.67,-0.71,1.43,10.43
0.115,-0.1,0.26,-0.85,4.94,-0.28,-0.45,-5.72,3.74,-0.95,1.91,4.2,1.67,-0.71,1.43,9.19
0.115,-0.105,0.26,-0.85,4.94,-0.99,-0.45,-5.72,3.74,-0.95,1.91,4.2,1.67,-0.63,1.43,8.56
0.115,-0.11,0.26,-0.85,4.94,-0.99,0.11,-5.72,3.99,-1.07,1.91,4.2,1.67,-1.42,1.43,8.46
0.115,-0.115,0.26,-0.85,4.39,-0.99,0.11,-5.72,4.2,-1.07,1.91,4.2,2.8,-1.42,1.43,9.25
0.115,-0.12,0.26,-0.92,4.39,1.12,0.11,-5.72,4.2,-1.07,1.91,4.2,2.8,-1.42,1.43,11.29
0.115,-0.125,0.26,-0.17,4.39,1.85,0.11,-6.86,5.26,-1.46,1.91,4.2,2.8,-1.42,1.43,12.3
0.115,-0.13,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-1.46,1.91,4.2,5.02,-1.42,1.43,12.62
0.115,-0.135,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-1.46,1.91,4.2,5.02,-1.42,1.43,12.62
0.115,-0.14,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-1.46,1.91,3.34,5.02,-1.42,1.43,11.76
0.115,-0.145,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-1.46,1.91,3.34,5.02,-1.42,0.0,10.33
0.115,-0.15,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-3.16,1.91,3.34,5.02,-1.42,0.0,8.63
0.115,-0.155,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-3.16,1.91,3.34,5.02,-1.42,0.0,8.63
0.115,-0.16,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-3.16,1.91,3.34,5.02,-1.42,0.0,8.63
0.115,-0.165,0.26,-2.69,6.15,3.48,0.11,-6.86,4.96,-3.16,1.91,3.34,5.02,-1.42,0.0,11.1
0.115,-0.17,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-3.16,1.91,3.34,5.02,-1.42,0.0,11.49
0.115,-0.175,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-3.16,1.91,3.34,5.02,-1.42,0.0,11.49
0.115,-0.18,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-3.16,1.91,3.34,5.02,-1.42,0.0,11.49
0.115,-0.185,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.12,1.91,3.34,5.02,-1.42,0.0,10.53
0.115,-0.19,0.26,-2.69,6.44,3.48,0.11,-6.86,5.35,-4.12,1.91,3.11,5.02,-1.42,0.0,10.59
0.115,-0.195,0.26,-2.69,6.44,3.48,0.11,-6.86,5.18,-4.12,1.91,3.11,5.02,-1.42,0.0,10.42
0.115,-0.2,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.6
0.115,-0.205,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.6
0.115,-0.21,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.6
0.115,-0.215,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.22
0.115,-0.22,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.22
0.115,-0.225,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.22
0.115,-0.23,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,5.02,-1.42,0.0,10.31
0.115,-0.235,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,5.02,-1.42,0.0,10.31
0.115,-0.24,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,5.02,-1.42,0.0,10.31
0.115,-0.245,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,5.02,-1.42,0.0,10.31
0.11,0.0,0.08,-0.35,2.8,-0.83,-0.83,-0.69,1.0,-0.73,-0.54,-0.9,0.15,0.84,0.8,0.8
0.11,-0.005,0.08,-0.35,3.18,-0.83,-0.83,-0.41,1.0,-1.02,0.09,-0.9,0.44,0.84,0.95,2.24
0.11,-0.01,0.08,-1.13,3.18,-1.43,-0.83,-0.56,1.07,-1.02,0.09,-1.13,0.44,0.84,0.95,0.55
0.11,-0.015,0.08,-1.05,3.18,-1.43,-0.83,-0.9,1.26,-1.02,0.09,0.04,0.44,0.84,0.95,1.65
0.11,-0.02,0.08,-1.05,4.87,-1.3,-0.83,-0.9,1.71,-1.21,0.09,0.04,0.44,-0.02,0.95,2.87
0.11,-0.025,0.08,-1.05,4.87,-2.33,-0.83,-0.9,1.71,-1.21,0.09,0.04,0.44,-0.02,0.95,1.84
0.11,-0.03,0.08,-1.01,4.87,-2.12,-0.83,-0.9,1.71,-0.55,0.09,-1.55,0.44,-0.2,0.95,0.98
0.11,-0.035,0.08,-1.01,4.87,-2.41,-0.83,-1.46,1.71,-0.55,0.11,-1.22,0.44,-0.2,0.95,0.48
0.11,-0.04,0.08,-1.01,4.87,-2.41,-0.83,-1.46,1.71,-0.55,0.11,-1.04,0.44,-0.2,0.95,0.66
0.11,-0.045,0.08,-1.01,4.87,-2.41,-0.83,-2.26,1.87,-0.63,0.11,-1.04,0.44,-0.2,0.95,-0.06
0.11,-0.05,0.08,-1.01,4.87,-2.07,-0.83,-2.26,1.87,-0.63,0.86,-1.04,0.44,-0.2,0.95,1.03
0.11,-0.055,0.08,-1.01,4.87,-1.15,-0.83,-2.26,2.06,-0.63,1.02,-1.04,0.44,-0.18,0.95,2.32
0.11,-0.06,0.08,-1.01,4.87,-1.15,-0.83,-2.26,2.06,-1.8,1.02,-1.04,0.44,-0.18,0.95,1.15
0.11,-0.065,0.08,-1.01,4.47,-1.15,-0.83,-2.26,2.06,-1.8,1.02,0.42,1.07,-0.18,0.95,2.84
0.11,-0.07,0.08,-1.01,5.25,-1.15,-0.83,-2.26,4.35,-1.8,1.05,0.42,1.48,-0.18,0.95,6.35
0.11,-0.075,0.08,-1.01,5.25,-1.15,-0.83,-3.59,4.35,-1.73,1.05,0.42,1.48,-0.18,0.97,5.11
0.11,-0.08,0.08,-0.85,5.25,-0.46,-0.83,-2.57,3.76,-1.73,1.91,0.5,1.49,-0.71,0.97,6.81
0.11,-0.085,0.08,-0.85,5.25,-0.46,-0.83,-2.57,3.76,-2.34,1.91,0.5,1.67,-0.71,0.97,6.38
0.11,-0.09,0.08,-0.85,5.25,-0.46,-0.45,-2.57,3.74,-2.34,1.91,0.5,1.67,-0.71,0.97,6.74
0.11,-0.095,0.26,-0.85,5.84,-0.28,-0.45,-5.72,3.74,-2.34,1.91,4.2,1.67,-0.71,1.43,8.7
0.11,-0.1,0.26,-0.85,4.94,-0.28,-0.45,-5.72,3.74,-2.68,1.91,4.2,1.67,-0.71,1.43,7.46
0.11,-0.105,0.26,-0.85,4.94,-0.99,-0.45,-5.72,3.74,-2.68,1.91,4.2,1.67,-0.63,1.43,6.83
0.11,-0.11,0.26,-0.85,5.9,-0.99,0.11,-5.72,3.99,-2.41,1.91,4.2,1.67,-1.42,1.43,8.08
0.11,-0.115,0.26,-0.85,5.35,-0.99,0.11,-5.72,4.2,-2.41,1.91,4.2,2.8,-1.42,1.43,8.87
0.11,-0.12,0.26,-0.92,5.35,1.12,0.11,-5.72,4.2,-1.93,1.91,4.2,2.8,-1.42,1.43,11.39
0.11,-0.125,0.26,-0.17,5.35,1.85,0.11,-6.86,5.26,-2.32,1.91,4.2,2.8,-1.42,1.43,12.4
0.11,-0.13,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-2.32,1.91,4.2,5.02,-1.42,1.43,11.76
0.11,-0.135,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-2.32,1.91,4.2,5.02,-1.42,1.43,11.76
0.11,-0.14,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-2.32,1.91,3.34,5.02,-1.42,1.43,10.9
0.11,-0.145,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-2.32,1.91,3.34,5.02,-1.42,0.0,9.47
0.11,-0.15,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-4.02,1.91,3.34,5.02,-1.42,0.0,7.77
0.11,-0.155,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-4.02,1.91,3.34,5.02,-1.42,0.0,7.77
0.11,-0.16,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-4.02,1.91,3.34,5.02,-1.42,0.0,7.77
0.11,-0.165,0.26,-2.69,6.15,3.48,0.11,-6.86,4.96,-4.02,1.91,3.34,5.02,-1.42,0.0,10.24
0.11,-0.17,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.02,1.91,3.34,5.02,-1.42,0.0,10.63
0.11,-0.175,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.02,1.91,3.34,5.02,-1.42,0.0,10.63
0.11,-0.18,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.02,1.91,3.34,5.02,-1.42,0.0,10.63
0.11,-0.185,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.12,1.91,3.34,5.02,-1.42,0.0,10.53
0.11,-0.19,0.26,-2.69,6.44,3.48,0.11,-6.86,5.35,-4.12,1.91,3.11,5.02,-1.42,0.0,10.59
0.11,-0.195,0.26,-2.69,6.44,3.48,0.11,-6.86,5.18,-4.12,1.91,3.11,5.02,-1.42,0.0,10.42
0.11,-0.2,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.6
0.11,-0.205,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.6
0.11,-0.21,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.6
0.11,-0.215,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.22
0.11,-0.22,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.22
0.11,-0.225,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.11,5.02,-1.42,0.0,11.22
0.11,-0.23,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,5.02,-1.42,0.0,10.31
0.11,-0.235,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,5.02,-1.42,0.0,10.31
0.11,-0.24,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,5.02,-1.42,0.0,10.31
0.11,-0.245,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,2.2,5.02,-1.42,0.0,10.31
0.105,0.0,0.08,-0.35,2.8,-1.29,-0.83,-0.69,1.62,-0.73,-0.54,0.08,0.15,0.84,0.82,1.96
0.105,-0.005,0.08,-0.35,3.18,-1.29,-0.83,-0.41,1.62,-1.02,0.09,0.08,0.44,0.84,0.97,3.4
0.105,-0.01,0.08,-1.13,3.18,-2.69,-0.83,-0.56,2.03,-1.02,0.09,-0.15,0.44,0.84,0.97,1.25
0.105,-0.015,0.08,-1.05,3.18,-2.86,-0.83,-0.9,2.22,-1.02,0.09,1.02,0.44,0.84,0.97,2.18
0.105,-0.02,0.08,-1.05,4.87,-2.73,-0.83,-0.9,1.98,-1.21,0.09,1.02,0.44,-0.02,0.97,2.71
0.105,-0.025,0.08,-1.05,4.87,-2.33,-0.83,-0.9,1.98,-1.21,0.09,1.02,0.44,-0.02,0.97,3.11
0.105,-0.03,0.08,-1.01,4.87,-2.12,-0.83,-0.9,1.98,-0.55,0.09,-0.57,0.44,-0.2,0.97,2.25
0.105,-0.035,0.08,-1.01,4.87,-2.41,-0.83,-1.46,1.98,-0.55,0.11,-0.24,0.44,-0.2,0.97,1.75
0.105,-0.04,0.08,-1.01,4.87,-2.41,-0.83,-1.46,1.98,-0.55,0.11,-0.06,0.44,-0.2,0.97,1.93
0.105,-0.045,0.08,-1.01,4.87,-2.41,-0.83,-2.26,2.23,-0.63,0.11,-0.06,0.44,-0.2,0.95,1.28
0.105,-0.05,0.08,-1.01,4.87,-2.07,-0.83,-2.26,2.23,-0.63,0.86,-0.06,0.44,-0.2,0.95,2.37
0.105,-0.055,0.08,-1.01,4.87,-1.15,-0.83,-2.26,2.06,-0.63,1.02,-0.06,0.44,-0.18,0.95,3.3
0.105,-0.06,0.08,-1.01,4.87,-1.15,-0.83,-2.26,2.06,-1.8,1.02,-0.06,0.44,-0.18,0.95,2.13
0.105,-0.065,0.08,-1.01,4.47,-1.15,-0.83,-2.26,2.06,-1.8,1.02,1.4,1.07,-0.18,0.95,3.82
0.105,-0.07,0.08,-1.01,5.25,-1.15,-0.83,-2.26,4.35,-1.8,1.05,1.4,1.48,-0.18,0.95,7.33
0.105,-0.075,0.08,-1.01,5.25,-1.15,-0.83,-3.59,4.35,-1.73,1.05,1.4,1.48,-0.18,0.69,5.81
0.105,-0.08,0.08,-0.85,5.25,-0.46,-0.83,-2.57,3.76,-1.73,1.91,1.48,1.49,-0.71,0.69,7.51
0.105,-0.085,0.08,-0.85,5.25,-0.46,-0.83,-2.57,3.76,-2.34,1.91,1.48,1.67,-0.71,0.69,7.08
0.105,-0.09,0.08,-0.85,5.25,-0.46,-0.45,-2.57,3.74,-2.34,1.91,1.48,1.67,-0.71,0.69,7.44
0.105,-0.095,0.26,-0.85,5.84,-0.28,-0.45,-5.72,3.74,-2.34,1.91,5.18,1.67,-0.71,1.15,9.4
0.105,-0.1,0.26,-0.85,4.94,-0.28,-0.45,-5.72,3.74,-2.68,1.91,5.18,1.67,-0.71,1.15,8.16
0.105,-0.105,0.26,-0.85,4.94,-0.99,-0.45,-5.72,3.74,-2.68,1.91,5.18,1.67,-0.63,1.15,7.53
0.105,-0.11,0.26,-0.85,5.9,-0.99,0.11,-5.72,3.99,-2.41,1.91,5.18,1.67,-1.42,1.15,8.78
0.105,-0.115,0.26,-0.85,5.35,-0.99,0.11,-5.72,4.2,-2.41,1.91,5.18,2.8,-1.42,1.15,9.57
0.105,-0.12,0.26,-0.92,5.35,1.12,0.11,-5.72,4.2,-1.93,1.91,5.18,2.8,-1.42,1.15,12.09
0.105,-0.125,0.26,-0.17,5.35,1.85,0.11,-6.86,5.26,-2.32,1.91,5.18,2.8,-1.42,1.15,13.1
0.105,-0.13,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-2.32,1.91,5.18,5.02,-1.42,1.15,12.46
0.105,-0.135,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-2.32,1.91,5.18,5.02,-1.42,1.15,12.46
0.105,-0.14,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-2.32,1.91,4.32,5.02,-1.42,1.15,11.6
0.105,-0.145,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-2.32,1.91,4.32,5.02,-1.42,1.24,11.69
0.105,-0.15,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-4.02,1.91,4.32,5.02,-1.42,1.24,9.99
0.105,-0.155,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-4.02,1.91,4.32,5.02,-1.42,1.24,9.99
0.105,-0.16,0.26,-2.69,6.15,1.01,0.11,-6.86,4.96,-4.02,1.91,4.32,5.02,-1.42,1.24,9.99
0.105,-0.165,0.26,-2.69,6.15,3.48,0.11,-6.86,4.96,-4.02,1.91,4.32,5.02,-1.42,1.24,12.46
0.105,-0.17,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.02,1.91,4.32,5.02,-1.42,1.24,12.85
0.105,-0.175,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.02,1.91,4.32,5.02,-1.42,1.24,12.85
0.105,-0.18,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.02,1.91,4.32,5.02,-1.42,1.24,12.85
0.105,-0.185,0.26,-2.69,6.15,3.48,0.11,-6.86,5.35,-4.12,1.91,4.32,5.02,-1.42,1.24,12.75
0.105,-0.19,0.26,-2.69,6.44,3.48,0.11,-6.86,5.35,-4.12,1.91,4.09,5.02,-1.42,1.24,12.81
0.105,-0.195,0.26,-2.69,6.44,3.48,0.11,-6.86,5.18,-4.12,1.91,4.09,5.02,-1.42,1.24,12.64
0.105,-0.2,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,4.09,5.02,-1.42,1.24,13.82
0.105,-0.205,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,4.09,5.02,-1.42,1.24,13.82
0.105,-0.21,0.26,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,4.09,5.02,-1.42,1.24,13.82
0.105,-0.215,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,4.09,5.02,-1.42,1.24,13.44
0.105,-0.22,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,4.09,5.02,-1.42,1.24,13.44
0.105,-0.225,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,4.09,5.02,-1.42,1.24,13.44
0.105,-0.23,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.18,5.02,-1.42,1.24,12.53
0.105,-0.235,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.18,5.02,-1.42,1.24,12.53
0.105,-0.24,-0.12,-2.69,6.44,3.48,-0.13,-6.86,6.6,-4.12,1.91,3.18,5.02,-1.42,1.24,12.53
